city,state,avg_monthly_rent,avg_annual_income,avg_monthly_income,avg_rent_burden,zip_count,rent_burden_percent,affordability_category
Bay Shore,NY,2788.3111111111116,123962.1046506433,10330.175387553607,0.8034285075300537,6,80.34285075300537,Severely Burdened
Bay Village,OH,2197.5,151929.55948000765,12660.79662333397,0.7247489350894255,6,72.47489350894256,Severely Burdened
Bayfield,CO,1900.0,117114.64438651856,9759.553698876545,0.5604677999791184,6,56.04677999791184,Severely Burdened
Bayonne,NJ,2367.6625346451324,109344.97101727931,9112.080918106609,0.6928410886472345,6,69.28410886472345,Severely Burdened
Baytown,TX,1643.8772995522995,111272.81351338438,9272.734459448699,0.46152161380886336,18,46.152161380886334,Burdened
Bayville,NJ,3000.0,107079.25526531842,8923.271272109867,0.8747433930322487,6,87.47433930322487,Severely Burdened
Beacon,NY,2609.722222222222,115836.56666848187,9653.04722237349,0.7564788752763952,6,75.64788752763953,Severely Burdened
Bear,DE,2395.6388888888887,112605.81644638686,9383.818037198906,0.6923906205498329,6,69.2390620549833,Severely Burdened
Beatrice,NE,1088.3333333333333,114945.61326241466,9578.801105201223,0.32051832206951875,6,32.05183220695187,Borderline
Beaufort,NC,2333.333333333333,159527.71894966494,13293.976579138747,0.6680348675688602,6,66.80348675688602,Severely Burdened
Beaufort,SC,1860.9060405643738,145641.7692179263,12136.81410149386,0.539816646425533,18,53.9816646425533,Severely Burdened
Beaumont,CA,2845.8333333333335,104918.15243879984,8743.179369899986,0.808889819322926,6,80.88898193229261,Severely Burdened
Beaumont,TX,1186.6672086720869,146973.7272236628,12247.810601971902,0.33554114689525144,41,33.55411468952514,Borderline
Beaver,PA,1144.1666666666667,117357.07897599878,9779.756581333231,0.3604349387787702,6,36.04349387787702,Borderline
Beaver Dam,WI,1302.7083333333337,136580.4261916768,11381.702182639732,0.38702367234229706,6,38.702367234229705,Borderline
Beaver Falls,PA,958.3333333333334,114638.79134004186,9553.232611670157,0.2921222592503356,6,29.212225925033557,Affordable
Beavercreek,OH,1605.211111111111,108199.62053022692,9016.635044185576,0.4600330214584472,12,46.00330214584472,Burdened
Beaverton,OR,1852.4105103819165,119568.38291706603,9964.031909755502,0.5406000206072968,24,54.06000206072969,Severely Burdened
Beckley,WV,1105.0,133894.14847264948,11157.845706054124,0.31840694696310495,6,31.840694696310496,Borderline
Bedford,MA,2885.477777777778,160868.76554081828,13405.73046173486,0.435979659118062,5,43.5979659118062,Burdened
Bedford,NH,2927.277777777778,175994.94709614906,14666.245591345756,0.44343246021276206,5,44.34324602127621,Burdened
Bedford,OH,1062.3923992673992,108398.34443168719,9033.195369307266,0.30079961934108906,6,30.079961934108905,Borderline
Bedford,TX,1472.4926080111838,111731.34272182682,9310.945226818902,0.4131273873263685,12,41.31273873263685,Burdened
Bedminster,NJ,2945.0,163612.6992320114,13634.391602667616,0.4461646843977117,5,44.61646843977117,Burdened
Beebe,AR,1285.0,152410.15326593822,12700.846105494851,0.3564303921774321,6,35.64303921774321,Borderline
Beech Grove,IN,1281.6666666666667,102332.13193046143,8527.677660871786,0.3736431187796628,6,37.36431187796628,Borderline
Bel Air,MD,2012.3920634920635,112970.05647992533,9414.171373327112,0.6128523219678291,12,61.285232196782914,Severely Burdened
Belcamp,MD,1791.6666666666667,126161.78577815306,10513.482148179422,0.5157713298813547,6,51.57713298813547,Severely Burdened
Belfair,WA,2100.0,120156.1615395377,10013.013461628141,0.5933481313477617,6,59.33481313477616,Severely Burdened
Belgrade,MT,2122.5,137377.97175070064,11448.164312558387,0.6135767666135737,6,61.357676661357374,Severely Burdened
Bell,CA,2265.1388888888887,132476.51766613033,11039.70980551086,0.630363866722181,6,63.0363866722181,Severely Burdened
Bella Vista,AR,1917.9305555555557,111744.46053920563,9312.038378267136,0.557782029078266,12,55.7782029078266,Severely Burdened
Bellaire,TX,2137.5,198439.548936906,16536.629078075497,0.7212562772540196,6,72.12562772540197,Severely Burdened
Bellbrook,OH,2672.5,127277.8693213528,10606.489110112734,0.8004927210845217,6,80.04927210845217,Severely Burdened
Bellefontaine Neighbors,MO,1336.5108225108224,108872.19407741928,9072.68283978494,0.3746350704576689,6,37.46350704576689,Borderline
Bellefonte,PA,1259.3333333333333,107523.15877280955,8960.263231067462,0.3880701798328688,6,38.807017983286876,Borderline
Belleville,IL,1184.1914682539684,117634.25641847344,9802.854701539452,0.33866580846207156,12,33.86658084620716,Borderline
Belleville,MI,1347.1031746031747,110508.06430018228,9209.005358348522,0.3905350170359956,6,39.05350170359956,Borderline
Belleville,NJ,2199.249287749288,105377.97244191589,8781.49770349299,0.6413872177991313,6,64.13872177991313,Severely Burdened
Bellevue,NE,1283.7566090409227,112312.02641341853,9359.335534451546,0.366120990131806,18,36.6120990131806,Borderline
Bellevue,WA,3036.0247168118194,170909.3593996413,14242.446616636775,0.6217734134821006,27,62.17734134821006,Severely Burdened
Bellflower,CA,2517.7272727272725,103546.83225204895,8628.902687670745,0.7096151753142929,6,70.96151753142928,Severely Burdened
Bellingham,MA,2537.3611111111113,109273.6331131404,9106.136092761699,0.7778623061718756,6,77.78623061718756,Severely Burdened
Bellingham,WA,2102.578127518025,128661.00178529958,10721.750148774965,0.6074796978670596,18,60.74796978670596,Severely Burdened
Bellmawr,NJ,1604.722222222222,101828.12266379238,8485.676888649365,0.4594679561957353,6,45.946795619573535,Burdened
Bellwood,IL,1750.0,98809.84845034832,8234.154037529026,0.4902032452778642,6,49.02032452778642,Burdened
Belmont,CA,3078.9746031746035,197846.76832526672,16487.230693772224,0.4648390231249807,5,46.483902312498074,Burdened
Belmont,MA,3096.3244047619046,196899.4669090533,16408.288909087772,0.4653718725079302,5,46.537187250793025,Burdened
Belmont,NC,1859.0126424501425,126585.74807746029,10548.81233978836,0.532768202876955,6,53.2768202876955,Severely Burdened
Beloit,WI,1172.5925925925928,116389.31277888258,9699.109398240214,0.33647414183589625,6,33.647414183589625,Borderline
Belton,MO,1776.670634920635,153983.05710298495,12831.921425248745,0.513222262997596,6,51.3222262997596,Severely Burdened
Belton,TX,1471.3857142857144,128939.49150708206,10744.95762559017,0.42642475867128965,6,42.642475867128965,Burdened
Beltsville,MD,1734.3918673918672,106644.27247254201,8887.022706045167,0.5455195248480841,6,54.55195248480841,Severely Burdened
Belvidere,IL,1995.0,131015.68913792617,10917.97409482718,0.5662166076286851,6,56.62166076286851,Severely Burdened
Bemidji,MN,1450.8333333333333,119698.24139032117,9974.853449193432,0.435971196947514,6,43.5971196947514,Burdened
Ben Lomond,CA,2400.0,121000.58125865832,10083.38177155486,0.7106409215874286,12,71.06409215874287,Severely Burdened
Benbrook,TX,1990.855158730159,149317.02865469994,12443.085721224996,0.5749577139522967,6,57.49577139522967,Severely Burdened
Bend,OR,2213.771470658971,134657.46977223756,11221.45581435313,0.6422661362561338,12,64.22661362561338,Severely Burdened
Benicia,CA,2446.116666666667,116335.171266893,9694.597605574416,0.7238046869213819,6,72.3804686921382,Severely Burdened
Bennington,NE,1756.3333333333333,140505.81878894867,11708.818232412386,0.5433994323695478,6,54.33994323695478,Severely Burdened
Bensalem,PA,1748.949074074074,115899.49871809596,9658.29155984133,0.5108980768370305,6,51.08980768370305,Severely Burdened
Bensenville,IL,1818.611111111111,112003.18474435293,9333.598728696075,0.5113214741743476,6,51.13214741743476,Severely Burdened
Benson,AZ,985.0,104020.72826204459,8668.394021837048,0.28799016723622844,6,28.799016723622845,Affordable
Benson,NC,1700.0,127418.3940150122,10618.199501251018,0.4843828506008457,6,48.43828506008457,Burdened
Benton,AR,1409.234355921856,114827.5918319107,9568.965985992558,0.4000380332619784,12,40.00380332619784,Burdened
Bentonville,AR,1583.7033093699763,389813.0730541681,32484.422754514002,0.4458667451221196,6,44.58667451221196,Burdened
Berea,KY,1021.6666666666666,112440.09495842784,9370.00791320232,0.29360026274606404,6,29.360026274606405,Affordable
Berea,OH,1214.8888888888887,113663.89356370286,9471.991130308572,0.3556610631006571,6,35.566106310065706,Borderline
Berkeley,CA,3299.080237395059,166177.38379862285,13848.115316551904,0.6647246847361731,43,66.47246847361731,Severely Burdened
Berkeley,MO,1342.1111111111113,66502.69321084346,5541.891100903622,0.4411032821072355,5,44.11032821072355,Burdened
Berkeley Heights,NJ,3400.0,160991.74537276474,13415.978781063726,0.517460843059897,5,51.746084305989704,Severely Burdened
Berkley,MI,1772.5,111476.3198026896,9289.693316890798,0.5438357220090068,6,54.38357220090067,Severely Burdened
Berlin,CT,2167.5,117962.9150776626,9830.24292313855,0.65116479825706,6,65.116479825706,Severely Burdened
Berlin,MA,2778.5,141274.5020723957,11772.875172699642,0.42617066430411565,5,42.61706643041157,Burdened
Berlin,NH,1200.0,116351.39721909363,9695.949768257802,0.35406642984275455,6,35.40664298427546,Borderline
Berthoud,CO,2578.222222222222,123938.82835776359,10328.235696480298,0.7799185752883809,6,77.9918575288381,Severely Burdened
Berwyn,IL,1424.3972816399285,105527.56585759069,8793.96382146589,0.3996177384420423,6,39.96177384420423,Borderline
Berwyn,PA,2497.088888888889,229904.38894988355,19158.699079156962,0.37447123120745107,5,37.447123120745104,Borderline
Bessemer,AL,1564.7166666666665,113561.90592072788,9463.492160060656,0.43774977741917986,12,43.774977741917986,Burdened
Bessemer City,NC,1363.5,113868.95205649234,9489.079338041029,0.3832831231817251,6,38.32831231817251,Borderline
Bethany,OK,1156.861111111111,112732.70632543664,9394.392193786385,0.33038519508217734,6,33.03851950821773,Borderline
Bethel Park,PA,1552.3333333333333,112115.48654495292,9342.957212079411,0.495763642549317,6,49.5763642549317,Burdened
Bethesda,MD,3497.142797463813,199948.89459236115,16662.40788269676,0.5290819026448861,15,52.90819026448861,Severely Burdened
Bethlehem,GA,2144.6666666666665,140877.10700300647,11739.758916917206,0.6046466840303394,6,60.46466840303394,Severely Burdened
Bethlehem,PA,1987.3845864475509,142729.13056506985,11894.094213755821,0.5906923485622783,24,59.06923485622782,Severely Burdened
Bethpage,NY,4733.333333333333,128641.02423912082,10720.085353260069,0.7360037861898021,5,73.60037861898022,Severely Burdened
Bettendorf,IA,1255.3018518518518,140732.3753582881,11727.697946524006,0.3746936842994452,6,37.469368429944524,Borderline
Beverly,MA,2688.308551198257,153027.028248312,12752.252354026,0.8207159994004057,6,82.07159994004057,Severely Burdened
Beverly Hills,CA,5930.498525579822,407485.9567844118,33957.163065367655,0.7445682435232044,14,74.45682435232044,Severely Burdened
Beverly Hills,FL,1551.6666666666667,115880.89405626437,9656.741171355365,0.4542768657775151,6,45.42768657775151,Burdened
Bexley,OH,1269.3333333333333,158140.4024579934,13178.36687149945,0.3747710283509618,6,37.47710283509618,Borderline
Biddeford,ME,1924.4629629629628,116263.64468399528,9688.637056999607,0.5674528537811999,6,56.745285378119995,Severely Burdened
Big Bear City,CA,2250.0,144522.65040609546,12043.554200507955,0.6616717942454307,6,66.16717942454306,Severely Burdened
Big Bear Lake,CA,1971.3333333333333,116122.77768106364,9676.898140088637,0.5831852842765862,6,58.31852842765862,Severely Burdened
Big Lake,MN,1776.111111111111,111965.05935392271,9330.421612826893,0.5283472032681186,6,52.834720326811855,Severely Burdened
Big Spring,TX,1287.5,164012.44031352573,13667.703359460478,0.36239302787038813,6,36.23930278703881,Borderline
Bigfork,MT,1700.0,157469.8334875701,13122.486123964176,0.5001723600160012,6,50.01723600160012,Severely Burdened
Billerica,MA,2707.4428571428575,110652.31079286341,9221.025899405284,0.8258175928700431,12,82.5817592870043,Severely Burdened
Billings,MT,1420.3179091741592,131491.23986492754,10957.603322077295,0.41485462588384214,24,41.485462588384216,Burdened
Biloxi,MS,1433.4107142857144,131663.32645124104,10971.943870936753,0.3985749047699616,18,39.85749047699616,Borderline
Binghamton,NY,1347.892857142857,123307.62751573483,10275.635626311238,0.39107973269846896,12,39.107973269846894,Borderline
Birdsboro,PA,1600.0,113608.5284701346,9467.377372511217,0.4864266463004581,6,48.642664630045815,Burdened
Birmingham,AL,1272.5792635973626,123404.55466722297,10283.712888935248,0.3716068207150872,80,37.160682071508724,Borderline
Birmingham,MI,3555.8333333333335,251535.84370553857,20961.320308794882,0.5342514457761485,5,53.425144577614844,Severely Burdened
Bismarck,ND,1350.5564534231203,131559.99906257505,10963.333255214588,0.3892080781620366,18,38.92080781620366,Borderline
Bixby,OK,1813.5833333333333,126313.08299491303,10526.090249576084,0.5383905342418354,6,53.83905342418353,Severely Burdened
Black Diamond,WA,2660.222222222222,120555.31571830303,10046.276309858586,0.784168529443788,6,78.4168529443788,Severely Burdened
Black Mountain,NC,1857.638888888889,122002.44963443636,10166.870802869698,0.5377479554087489,6,53.774795540874884,Severely Burdened
Blackfoot,ID,1078.125,127004.23707070027,10583.686422558354,0.30460955542950713,6,30.460955542950714,Borderline
Blacklick,OH,1778.4047619047622,132984.91627009652,11082.076355841375,0.5039731358995225,6,50.397313589952255,Severely Burdened
Blacksburg,VA,1854.8646723646723,126814.80448332422,10567.900373610351,0.5586181617139659,6,55.8618161713966,Severely Burdened
Bladensburg,MD,1385.6666666666667,68099.88957003113,5674.990797502594,0.49553288940869866,5,49.55328894086987,Burdened
Blaine,MN,2098.3037878787877,113185.48331446166,9432.123609538472,0.6258331966413244,12,62.58331966413244,Severely Burdened
Blanchard,OK,1265.0,117956.17635147646,9829.68136262304,0.367404880688387,6,36.7404880688387,Borderline
Bloomfield,CT,2521.846560846561,125293.15652321918,10441.096376934931,0.7358389674589324,6,73.58389674589324,Severely Burdened
Bloomfield,NJ,2449.5,109385.90660277539,9115.492216897948,0.718182510427506,6,71.8182510427506,Severely Burdened
Bloomfield Hills,MI,2005.0833333333333,212797.16481231837,17733.097067693194,0.6554306317283206,12,65.54306317283206,Severely Burdened
Bloomingdale,GA,2053.1277777777777,141414.8387121584,11784.569892679867,0.5846855672460703,6,58.46855672460703,Severely Burdened
Bloomingdale,IL,2495.6666666666665,127419.15803012533,10618.263169177111,0.7594794546883831,6,75.94794546883831,Severely Burdened
Bloomington,IL,1347.5678571428573,125648.62987754705,10470.719156462255,0.39118418008924455,12,39.11841800892446,Borderline
Bloomington,IN,1485.8636019935038,125735.65020144398,10477.970850120331,0.4404637143860308,24,44.04637143860308,Burdened
Bloomington,MN,1629.1321414141416,124937.47066755507,10411.455888962922,0.47445860071829843,30,47.44586007182984,Burdened
Bloomsburg,PA,1079.7777777777776,120108.89223137933,10009.074352614944,0.3332704074228874,6,33.32704074228874,Borderline
Blue Bell,PA,2667.2738095238096,177528.23681199623,14794.019734333018,0.4042927039014457,5,40.42927039014457,Burdened
Blue Island,IL,1248.75,126994.61105286349,10582.884254405291,0.34593569219463216,6,34.59356921946322,Borderline
Blue Mounds,WI,1972.5,151585.6427025644,12632.136891880366,0.586725925108033,6,58.6725925108033,Severely Burdened
Blue Springs,MO,1632.680808080808,113154.13862799446,9429.511552332871,0.47167574179667443,12,47.16757417966744,Burdened
Bluffton,SC,2536.002991452992,143651.48152217627,11970.95679351469,0.7443834457188663,12,74.43834457188663,Severely Burdened
Boardman,OH,954.0,138553.3990069423,11546.116583911857,0.2681204988137647,6,26.81204988137647,Affordable
Boca Raton,FL,3138.966853096179,245427.01542224348,20452.251285186958,0.6213459304595921,48,62.13459304595921,Severely Burdened
Boerne,TX,1456.112073112073,156785.06708481608,13065.422257068007,0.4344669757566561,6,43.44669757566561,Burdened
Bogart,GA,2237.5,147923.30220571873,12326.941850476564,0.664895926108798,6,66.4895926108798,Severely Burdened
Boiling Springs,SC,1627.5055555555557,115020.20771826996,9585.01730985583,0.4709607876001843,6,47.09607876001843,Burdened
Boise,ID,1814.7676723486725,137753.60419624025,11479.467016353356,0.5205052024120184,60,52.05052024120184,Severely Burdened
Bolingbrook,IL,2844.248917748918,119932.7362657316,9994.394688810968,0.6151040144084038,11,61.510401440840376,Severely Burdened
Bolivar,MO,694.1666666666666,122135.21030227833,10177.934191856526,0.21176507415496307,6,21.176507415496307,Affordable
Bolivia,NC,2125.5833333333335,113645.77452235267,9470.481210196056,0.6111689906360944,6,61.116899063609445,Severely Burdened
Bonaire,GA,1798.3333333333333,102827.57095052314,8568.964245876927,0.5147431138913626,6,51.47431138913626,Severely Burdened
Bonham,TX,1372.5,124844.62789771149,10403.718991475958,0.3848439454067363,6,38.48439454067363,Borderline
Bonita,CA,2647.1111111111113,120705.47308699305,10058.789423916087,0.7587033695057848,6,75.87033695057848,Severely Burdened
Bonita Springs,FL,2894.5671651580747,216417.7856963177,18034.815474693143,0.6095636315746887,11,60.95636315746887,Severely Burdened
Bonner Springs,KS,1295.0,115132.96071970723,9594.413393308938,0.37886673495925,6,37.886673495925,Borderline
Bonney Lake,WA,2883.178571428571,120077.23103455543,10006.435919546288,0.835998538723743,6,83.5998538723743,Severely Burdened
Boone,IA,1052.5,117542.67850684501,9795.223208903752,0.3007863641012909,6,30.07863641012909,Borderline
